sig_id	type	common_name	source	source_id	method	coef	consensus
5389	D1	BRD-K40378749	LINCS	BRD-K40378749	LIMMA_t	trt	1
5390	D1	BRD-K40441731	LINCS	BRD-K40441731	LIMMA_t	trt	1
5391	D1	BRD-K37470774	LINCS	BRD-K37470774	LIMMA_t	trt	1
5392	D1	VU-0365117-1	LINCS	BRD-K66032149	LIMMA_t	trt	1
5393	D1	VU-0365118-1	LINCS	BRD-K53732802	LIMMA_t	trt	1
5394	D1	VU-0365121-1	LINCS	BRD-K44640865	LIMMA_t	trt	1
5395	D1	BRD-K26160061	LINCS	BRD-K26160061	LIMMA_t	trt	1
5396	D1	BRD-K71182391	LINCS	BRD-K71182391	LIMMA_t	trt	1
5397	D1	BRD-K87338781	LINCS	BRD-K87338781	LIMMA_t	trt	1
5398	D1	BRD-K14236372	LINCS	BRD-K14236372	LIMMA_t	trt	1
5399	D1	BRD-K16618170	LINCS	BRD-K16618170	LIMMA_t	trt	1
5400	D1	BRD-K01333970	LINCS	BRD-K01333970	LIMMA_t	trt	1
5401	D1	BRD-K45278408	LINCS	BRD-K45278408	LIMMA_t	trt	1
5402	D1	KU-C104126N	LINCS	BRD-K66029294	LIMMA_t	trt	1
5403	D1	KU-C104220	LINCS	BRD-U77632492	LIMMA_t	trt	1
5404	D1	BRD-K64738596	LINCS	BRD-K64738596	LIMMA_t	trt	1
5405	D1	BRD-K20401833	LINCS	BRD-K20401833	LIMMA_t	trt	1
5406	D1	BRD-K74777906	LINCS	BRD-K74777906	LIMMA_t	trt	1
5407	D1	BRD-K02735834	LINCS	BRD-K02735834	LIMMA_t	trt	1
5408	D1	BRD-K68863575	LINCS	BRD-K68863575	LIMMA_t	trt	1
5409	D1	BRD-K98676510	LINCS	BRD-K98676510	LIMMA_t	trt	1
5410	D1	BRD-K82768082	LINCS	BRD-K82768082	LIMMA_t	trt	1
5411	D1	BRD-K91449330	LINCS	BRD-K91449330	LIMMA_t	trt	1
5412	D1	BRD-K20914082	LINCS	BRD-K20914082	LIMMA_t	trt	1
5413	D1	lynestrenol	LINCS	BRD-K79224779	LIMMA_t	trt	1
5414	D1	BRD-K08640787	LINCS	BRD-K08640787	LIMMA_t	trt	1
5415	D1	BRD-K06436323	LINCS	BRD-K06436323	LIMMA_t	trt	1
5416	D1	BRD-K77564294	LINCS	BRD-K77564294	LIMMA_t	trt	1
5417	D1	BRD-K02216544	LINCS	BRD-K02216544	LIMMA_t	trt	1
5418	D1	BRD-K54837534	LINCS	BRD-K54837534	LIMMA_t	trt	1
5419	D1	BRD-K19410523	LINCS	BRD-K19410523	LIMMA_t	trt	1
5420	D1	BRD-K53032901	LINCS	BRD-K53032901	LIMMA_t	trt	1
5421	D1	BRD-K34711351	LINCS	BRD-K34711351	LIMMA_t	trt	1
5422	D1	BRD-K45205755	LINCS	BRD-K45205755	LIMMA_t	trt	1
5423	D1	BRD-K36038115	LINCS	BRD-K36038115	LIMMA_t	trt	1
5424	D1	BRD-K21773564	LINCS	BRD-K21773564	LIMMA_t	trt	1
5425	D1	BRD-K97522823	LINCS	BRD-K97522823	LIMMA_t	trt	1
5426	D1	VU-0400195-3	LINCS	BRD-K30570479	LIMMA_t	trt	1
5427	D1	VU-0366037-2	LINCS	BRD-K39823328	LIMMA_t	trt	1
5428	D1	VU-0415374-1	LINCS	BRD-K83010055	LIMMA_t	trt	1
5429	D1	VU-0400071-3	LINCS	BRD-A57457122	LIMMA_t	trt	1
5430	D1	VU-0400193-3	LINCS	BRD-K84141129	LIMMA_t	trt	1
5431	D1	VU-0404997-2	LINCS	BRD-A34208323	LIMMA_t	trt	1
5432	D1	VU-0420363-1	LINCS	BRD-K59633790	LIMMA_t	trt	1
5433	D1	VU-0420364-1	LINCS	BRD-K88317944	LIMMA_t	trt	1
5434	D1	VU-0415533-1	LINCS	BRD-A59900482	LIMMA_t	trt	1
5435	D1	VU-0415535-1	LINCS	BRD-A68397902	LIMMA_t	trt	1
5436	D1	VU-0415555-1	LINCS	BRD-A42031983	LIMMA_t	trt	1
5437	D1	VU-0415556-1	LINCS	BRD-A89104433	LIMMA_t	trt	1
5438	D1	BRD-K63712590	LINCS	BRD-K63712590	LIMMA_t	trt	1
5439	D1	BRD-K86631041	LINCS	BRD-K86631041	LIMMA_t	trt	1
5440	D1	BRD-K83620635	LINCS	BRD-K83620635	LIMMA_t	trt	1
5441	D1	BRD-K71382703	LINCS	BRD-K71382703	LIMMA_t	trt	1
5442	D1	BRD-K88784410	LINCS	BRD-K88784410	LIMMA_t	trt	1
5443	D1	BRD-K02313433	LINCS	BRD-K02313433	LIMMA_t	trt	1
5444	D1	BRD-K32636001	LINCS	BRD-K32636001	LIMMA_t	trt	1
5445	D1	BRD-K57044355	LINCS	BRD-K57044355	LIMMA_t	trt	1
5446	D1	BRD-K37498076	LINCS	BRD-K37498076	LIMMA_t	trt	1
5447	D1	BRD-K90736214	LINCS	BRD-K90736214	LIMMA_t	trt	1
5448	D1	BRD-A11968133	LINCS	BRD-A11968133	LIMMA_t	trt	1
5449	D1	BRD-K06206016	LINCS	BRD-K06206016	LIMMA_t	trt	1
5450	D1	BRD-K50218580	LINCS	BRD-K50218580	LIMMA_t	trt	1
5451	D1	BRD-K69834151	LINCS	BRD-K69834151	LIMMA_t	trt	1
5452	D1	BRD-K28472299	LINCS	BRD-K28472299	LIMMA_t	trt	1
5453	D1	BRD-A18279961	LINCS	BRD-A18279961	LIMMA_t	trt	1
5454	D1	BRD-K04930762	LINCS	BRD-K04930762	LIMMA_t	trt	1
5455	D1	BRD-K23896287	LINCS	BRD-K23896287	LIMMA_t	trt	1
5456	D1	BRD-K47695085	LINCS	BRD-K47695085	LIMMA_t	trt	1
5457	D1	BRD-K38061943	LINCS	BRD-K38061943	LIMMA_t	trt	1
5458	D1	BRD-K26233379	LINCS	BRD-K26233379	LIMMA_t	trt	1
5459	D1	BRD-K54470384	LINCS	BRD-K54470384	LIMMA_t	trt	1
5460	D1	BRD-K30398452	LINCS	BRD-K30398452	LIMMA_t	trt	1
5461	D1	BRD-K40597283	LINCS	BRD-K40597283	LIMMA_t	trt	1
5462	D1	BRD-K84762162	LINCS	BRD-K84762162	LIMMA_t	trt	1
5463	D1	BRD-K33017576	LINCS	BRD-K33017576	LIMMA_t	trt	1
5464	D1	BRD-K30860517	LINCS	BRD-K30860517	LIMMA_t	trt	1
5465	D1	BRD-K93623501	LINCS	BRD-K93623501	LIMMA_t	trt	1
5466	D1	BRD-K73082558	LINCS	BRD-K73082558	LIMMA_t	trt	1
5467	D1	BRD-K66686673	LINCS	BRD-K66686673	LIMMA_t	trt	1
5468	D1	BRD-K15293421	LINCS	BRD-K15293421	LIMMA_t	trt	1
5469	D1	BRD-K18495986	LINCS	BRD-K18495986	LIMMA_t	trt	1
5470	D1	EMF-bca1-60	LINCS	BRD-K68437527	LIMMA_t	trt	1
5471	D1	EMF-BCA1-64	LINCS	BRD-K11540476	LIMMA_t	trt	1
5472	D1	BRD-K78984681	LINCS	BRD-K78984681	LIMMA_t	trt	1
5473	D1	BRD-K69396629	LINCS	BRD-K69396629	LIMMA_t	trt	1
5474	D1	BRD-K25094947	LINCS	BRD-K25094947	LIMMA_t	trt	1
5475	D1	BRD-K74447990	LINCS	BRD-K74447990	LIMMA_t	trt	1
5476	D1	BRD-A81377415	LINCS	BRD-A81377415	LIMMA_t	trt	1
5477	D1	BRD-K99146421	LINCS	BRD-K99146421	LIMMA_t	trt	1
5478	D1	BRD-A69421747	LINCS	BRD-A69421747	LIMMA_t	trt	1
5479	D1	BRD-K22449070	LINCS	BRD-K22449070	LIMMA_t	trt	1
5480	D1	BRD-K86905031	LINCS	BRD-K86905031	LIMMA_t	trt	1
5481	D1	BRD-K59222562	LINCS	BRD-K59222562	LIMMA_t	trt	1
5482	D1	BRD-K81214387	LINCS	BRD-K81214387	LIMMA_t	trt	1
5483	D1	BRD-K58999277	LINCS	BRD-K58999277	LIMMA_t	trt	1
5484	D1	BRD-K90446130	LINCS	BRD-K90446130	LIMMA_t	trt	1
5485	D1	BRD-K68783079	LINCS	BRD-K68783079	LIMMA_t	trt	1
5486	D1	BRD-A83706824	LINCS	BRD-A83706824	LIMMA_t	trt	1
5487	D1	BRD-A96746500	LINCS	BRD-A96746500	LIMMA_t	trt	1
5488	D1	BRD-K75784474	LINCS	BRD-K75784474	LIMMA_t	trt	1
5489	D1	BRD-K02437976	LINCS	BRD-K02437976	LIMMA_t	trt	1
5490	D1	BRD-K14914284	LINCS	BRD-K14914284	LIMMA_t	trt	1
5491	D1	KUC104547N	LINCS	BRD-K40083016	LIMMA_t	trt	1
5492	D1	KU-C104545N	LINCS	BRD-K37057377	LIMMA_t	trt	1
5493	D1	KUC104542N	LINCS	BRD-K85853911	LIMMA_t	trt	1
5494	D1	KUC104502N	LINCS	BRD-K24538644	LIMMA_t	trt	1
5495	D1	BRD-K27539181	LINCS	BRD-K27539181	LIMMA_t	trt	1
5496	D1	BRD-K31453413	LINCS	BRD-K31453413	LIMMA_t	trt	1
5497	D1	BRD-K00555438	LINCS	BRD-K00555438	LIMMA_t	trt	1
5498	D1	BRD-K02175743	LINCS	BRD-K02175743	LIMMA_t	trt	1
5499	D1	BRD-K10806285	LINCS	BRD-K10806285	LIMMA_t	trt	1
5500	D1	BRD-K66908362	LINCS	BRD-K66908362	LIMMA_t	trt	1
5501	D1	BRD-K91134378	LINCS	BRD-K91134378	LIMMA_t	trt	1
5502	D1	BRD-A11929187	LINCS	BRD-A11929187	LIMMA_t	trt	1
5503	D1	BRD-K75304533	LINCS	BRD-K75304533	LIMMA_t	trt	1
5504	D1	BRD-K58982513	LINCS	BRD-K58982513	LIMMA_t	trt	1
5505	D1	BRD-A42969626	LINCS	BRD-A42969626	LIMMA_t	trt	1
5506	D1	BRD-K02174945	LINCS	BRD-K02174945	LIMMA_t	trt	1
5507	D1	BRD-K89412978	LINCS	BRD-K89412978	LIMMA_t	trt	1
5508	D1	BRD-K86108784	LINCS	BRD-K86108784	LIMMA_t	trt	1
5509	D1	BRD-K58846134	LINCS	BRD-K58846134	LIMMA_t	trt	1
5510	D1	BRD-K25460880	LINCS	BRD-K25460880	LIMMA_t	trt	1
5511	D1	BRD-K91028164	LINCS	BRD-K91028164	LIMMA_t	trt	1
5512	D1	BRD-K73315009	LINCS	BRD-K73315009	LIMMA_t	trt	1
5513	D1	BRD-K98439022	LINCS	BRD-K98439022	LIMMA_t	trt	1
5514	D1	BRD-A63949900	LINCS	BRD-A63949900	LIMMA_t	trt	1
5515	D1	BRD-K36665199	LINCS	BRD-K36665199	LIMMA_t	trt	1
5516	D1	BRD-A84445767	LINCS	BRD-A84445767	LIMMA_t	trt	1
5517	D1	BRD-A75558199	LINCS	BRD-A75558199	LIMMA_t	trt	1
5518	D1	BRD-K30434763	LINCS	BRD-K30434763	LIMMA_t	trt	1
5519	D1	BRD-K82185908	LINCS	BRD-K82185908	LIMMA_t	trt	1
5520	D1	BRD-K46017542	LINCS	BRD-K46017542	LIMMA_t	trt	1
5521	D1	BRD-K26815099	LINCS	BRD-K26815099	LIMMA_t	trt	1
5522	D1	BRD-K13318664	LINCS	BRD-K13318664	LIMMA_t	trt	1
5523	D1	BRD-K31286015	LINCS	BRD-K31286015	LIMMA_t	trt	1
5524	D1	BRD-A38793261	LINCS	BRD-A38793261	LIMMA_t	trt	1
5525	D1	BRD-A66604020	LINCS	BRD-A66604020	LIMMA_t	trt	1
5526	D1	BRD-A32917072	LINCS	BRD-A32917072	LIMMA_t	trt	1
5527	D1	BRD-A00626522	LINCS	BRD-A00626522	LIMMA_t	trt	1
5528	D1	BRD-A96749488	LINCS	BRD-A96749488	LIMMA_t	trt	1
5529	D1	BRD-A66846505	LINCS	BRD-A66846505	LIMMA_t	trt	1
5530	D1	BRD-K92202821	LINCS	BRD-K92202821	LIMMA_t	trt	1
5531	D1	BRD-A17757596	LINCS	BRD-A17757596	LIMMA_t	trt	1
5532	D1	BRD-A81045722	LINCS	BRD-A81045722	LIMMA_t	trt	1
5533	D1	BRD-A81416315	LINCS	BRD-A81416315	LIMMA_t	trt	1
5534	D1	BRD-A05831822	LINCS	BRD-A05831822	LIMMA_t	trt	1
5535	D1	BRD-K67678077	LINCS	BRD-K67678077	LIMMA_t	trt	1
5536	D1	BRD-K56489029	LINCS	BRD-K56489029	LIMMA_t	trt	1
5537	D1	MW-RAS9	LINCS	BRD-K50505048	LIMMA_t	trt	1
5538	D1	BRD-K12393722	LINCS	BRD-K12393722	LIMMA_t	trt	1
5539	D1	TL-HRAS-24	LINCS	BRD-K93060291	LIMMA_t	trt	1
5540	D1	TL-HRAS-27	LINCS	BRD-K15166186	LIMMA_t	trt	1
5541	D1	BRD-A05565054	LINCS	BRD-A05565054	LIMMA_t	trt	1
5542	D1	BRD-K89209981	LINCS	BRD-K89209981	LIMMA_t	trt	1
5543	D1	BRD-K46681113	LINCS	BRD-K46681113	LIMMA_t	trt	1
5544	D1	BRD-K08325710	LINCS	BRD-K08325710	LIMMA_t	trt	1
5545	D1	BRD-K41240505	LINCS	BRD-K41240505	LIMMA_t	trt	1
5546	D1	BRD-K40480443	LINCS	BRD-K40480443	LIMMA_t	trt	1
5547	D1	BRD-K67742177	LINCS	BRD-K67742177	LIMMA_t	trt	1
5548	D1	BRD-K65283978	LINCS	BRD-K65283978	LIMMA_t	trt	1
5549	D1	BRD-K96147838	LINCS	BRD-K96147838	LIMMA_t	trt	1
5550	D1	BRD-K65148867	LINCS	BRD-K65148867	LIMMA_t	trt	1
5551	D1	BRD-K09716788	LINCS	BRD-K09716788	LIMMA_t	trt	1
5552	D1	BRD-K90912239	LINCS	BRD-K90912239	LIMMA_t	trt	1
5553	D1	BRD-K71489689	LINCS	BRD-K71489689	LIMMA_t	trt	1
5554	D1	BRD-K40955748	LINCS	BRD-K40955748	LIMMA_t	trt	1
5555	D1	BRD-K02641134	LINCS	BRD-K02641134	LIMMA_t	trt	1
5556	D1	VU-0447126-2	LINCS	BRD-A20846977	LIMMA_t	trt	1
5557	D1	VU-0447134-2	LINCS	BRD-A76463343	LIMMA_t	trt	1
5558	D1	BRD-A81372523	LINCS	BRD-A81372523	LIMMA_t	trt	1
5559	D1	VU-0447127-2	LINCS	BRD-A26777759	LIMMA_t	trt	1
5560	D1	BRD-A29721261	LINCS	BRD-A29721261	LIMMA_t	trt	1
5561	D1	BRD-A12633378	LINCS	BRD-A12633378	LIMMA_t	trt	1
5562	D1	ARG-A1-2	LINCS	BRD-K39580048	LIMMA_t	trt	1
5563	D1	ARG-A1-22	LINCS	BRD-K91349888	LIMMA_t	trt	1
5564	D1	BRD-K08463963	LINCS	BRD-K08463963	LIMMA_t	trt	1
5565	D1	BRD-K48844671	LINCS	BRD-K48844671	LIMMA_t	trt	1
5566	D1	BRD-K86992982	LINCS	BRD-K86992982	LIMMA_t	trt	1
5567	D1	BRD-K84864079	LINCS	BRD-K84864079	LIMMA_t	trt	1
5568	D1	BRD-K76021727	LINCS	BRD-K76021727	LIMMA_t	trt	1
5569	D1	BRD-K08829932	LINCS	BRD-K08829932	LIMMA_t	trt	1
5570	D1	BRD-K05979026	LINCS	BRD-K05979026	LIMMA_t	trt	1
5571	D1	BRD-K21401822	LINCS	BRD-K21401822	LIMMA_t	trt	1
5572	D1	BRD-K28040935	LINCS	BRD-K28040935	LIMMA_t	trt	1
5573	D1	BRD-K19134488	LINCS	BRD-K19134488	LIMMA_t	trt	1
5574	D1	BRD-K63308290	LINCS	BRD-K63308290	LIMMA_t	trt	1
5575	D1	BRD-K12690157	LINCS	BRD-K12690157	LIMMA_t	trt	1
5576	D1	BRD-K23165181	LINCS	BRD-K23165181	LIMMA_t	trt	1
5577	D1	BRD-K07515761	LINCS	BRD-K07515761	LIMMA_t	trt	1
5578	D1	BRD-A31946439	LINCS	BRD-A31946439	LIMMA_t	trt	1
5579	D1	BRD-A30612536	LINCS	BRD-A30612536	LIMMA_t	trt	1
5580	D1	BRD-A21406558	LINCS	BRD-A21406558	LIMMA_t	trt	1
5581	D1	BRD-A38425832	LINCS	BRD-A38425832	LIMMA_t	trt	1
5582	D1	BRD-A34421300	LINCS	BRD-A34421300	LIMMA_t	trt	1
5583	D1	BRD-A61599461	LINCS	BRD-A61599461	LIMMA_t	trt	1
5584	D1	BRD-K31828306	LINCS	BRD-K31828306	LIMMA_t	trt	1
5585	D1	BRD-K79414420	LINCS	BRD-K79414420	LIMMA_t	trt	1
5586	D1	BRD-K85937960	LINCS	BRD-K85937960	LIMMA_t	trt	1
5587	D1	BRD-K91600270	LINCS	BRD-K91600270	LIMMA_t	trt	1
5588	D1	BRD-K16358524	LINCS	BRD-K16358524	LIMMA_t	trt	1
5589	D1	BRD-K07521754	LINCS	BRD-K07521754	LIMMA_t	trt	1
5590	D1	BRD-K03601405	LINCS	BRD-K03601405	LIMMA_t	trt	1
5591	D1	BRD-K00972013	LINCS	BRD-K00972013	LIMMA_t	trt	1
5592	D1	BRD-K19059335	LINCS	BRD-K19059335	LIMMA_t	trt	1
5593	D1	BRD-K02381115	LINCS	BRD-K02381115	LIMMA_t	trt	1
5594	D1	BRD-K00637033	LINCS	BRD-K00637033	LIMMA_t	trt	1
5595	D1	BRD-K52695588	LINCS	BRD-K52695588	LIMMA_t	trt	1
5596	D1	BRD-K75940587	LINCS	BRD-K75940587	LIMMA_t	trt	1
5597	D1	BRD-K87403606	LINCS	BRD-K87403606	LIMMA_t	trt	1
5598	D1	BRD-K55186349	LINCS	BRD-K55186349	LIMMA_t	trt	1
5599	D1	BRD-K74126469	LINCS	BRD-K74126469	LIMMA_t	trt	1
5600	D1	BRD-K74189021	LINCS	BRD-K74189021	LIMMA_t	trt	1
5601	D1	BRD-K52341396	LINCS	BRD-K52341396	LIMMA_t	trt	1
5602	D1	BRD-K86273012	LINCS	BRD-K86273012	LIMMA_t	trt	1
5603	D1	VU-0424182-2	LINCS	BRD-K40711313	LIMMA_t	trt	1
5604	D1	VU-0405166-2	LINCS	BRD-K55938002	LIMMA_t	trt	1
5605	D1	VU-0405172-2	LINCS	BRD-K42140106	LIMMA_t	trt	1
5606	D1	VU-0414833-2	LINCS	BRD-K18453942	LIMMA_t	trt	1
5607	D1	VU-0424206-1	LINCS	BRD-K14096083	LIMMA_t	trt	1
5608	D1	VU-0413807-2	LINCS	BRD-A52172093	LIMMA_t	trt	1
5609	D1	BRD-K89107430	LINCS	BRD-K89107430	LIMMA_t	trt	1
5610	D1	BRD-K69100231	LINCS	BRD-K69100231	LIMMA_t	trt	1
5611	D1	BRD-K76989634	LINCS	BRD-K76989634	LIMMA_t	trt	1
5612	D1	VU-0413255-1	LINCS	BRD-K95048846	LIMMA_t	trt	1
5613	D1	VU-0418000-1	LINCS	BRD-K97516968	LIMMA_t	trt	1
5614	D1	VU-0413243-1	LINCS	BRD-K43992206	LIMMA_t	trt	1
5615	D1	VU-0413247-1	LINCS	BRD-K61127831	LIMMA_t	trt	1
5616	D1	VU-0413238-1	LINCS	BRD-K88906571	LIMMA_t	trt	1
5617	D1	AT-CSC-07	LINCS	BRD-K24564544	LIMMA_t	trt	1
5618	D1	AT-CSC-18	LINCS	BRD-K83778500	LIMMA_t	trt	1
5619	D1	BRD-K70918941	LINCS	BRD-K70918941	LIMMA_t	trt	1
5620	D1	BRD-K35035132	LINCS	BRD-K35035132	LIMMA_t	trt	1
5621	D1	BRD-K84881516	LINCS	BRD-K84881516	LIMMA_t	trt	1
5622	D1	BRD-K35046132	LINCS	BRD-K35046132	LIMMA_t	trt	1
5623	D1	BRD-K14270862	LINCS	BRD-K14270862	LIMMA_t	trt	1
5624	D1	BRD-K45216862	LINCS	BRD-K45216862	LIMMA_t	trt	1
5625	D1	BRD-K89748981	LINCS	BRD-K89748981	LIMMA_t	trt	1
5626	D1	BRD-K95286134	LINCS	BRD-K95286134	LIMMA_t	trt	1
5627	D1	BRD-K76079827	LINCS	BRD-K76079827	LIMMA_t	trt	1
5628	D1	BRD-K09299610	LINCS	BRD-K09299610	LIMMA_t	trt	1
5629	D1	BRD-K14711204	LINCS	BRD-K14711204	LIMMA_t	trt	1
5630	D1	CAM-9-026	LINCS	BRD-K91442916	LIMMA_t	trt	1
5631	D1	DM-163	LINCS	BRD-K06180729	LIMMA_t	trt	1
5632	D1	BRD-K81778946	LINCS	BRD-K81778946	LIMMA_t	trt	1
5633	D1	DM-161	LINCS	BRD-K95212245	LIMMA_t	trt	1
5634	D1	BRD-K67550673	LINCS	BRD-K67550673	LIMMA_t	trt	1
5635	D1	BRD-K64780785	LINCS	BRD-K64780785	LIMMA_t	trt	1
5636	D1	BRD-K92742972	LINCS	BRD-K92742972	LIMMA_t	trt	1
5637	D1	BRD-K69422440	LINCS	BRD-K69422440	LIMMA_t	trt	1
5638	D1	BRD-K90667125	LINCS	BRD-K90667125	LIMMA_t	trt	1
5639	D1	BRD-K98575502	LINCS	BRD-K98575502	LIMMA_t	trt	1
5640	D1	BRD-K73481389	LINCS	BRD-K73481389	LIMMA_t	trt	1
5641	D1	BRD-K88668773	LINCS	BRD-K88668773	LIMMA_t	trt	1
5642	D1	BRD-K43149678	LINCS	BRD-K43149678	LIMMA_t	trt	1
5643	D1	BRD-K05861053	LINCS	BRD-K05861053	LIMMA_t	trt	1
5644	D1	BRD-K08447949	LINCS	BRD-K08447949	LIMMA_t	trt	1
5645	D1	BRD-K84301121	LINCS	BRD-K84301121	LIMMA_t	trt	1
5646	D1	BRD-K14609189	LINCS	BRD-K14609189	LIMMA_t	trt	1
5647	D1	BRD-K98173387	LINCS	BRD-K98173387	LIMMA_t	trt	1
5648	D1	BRD-K68594214	LINCS	BRD-K68594214	LIMMA_t	trt	1
5649	D1	BRD-K79554012	LINCS	BRD-K79554012	LIMMA_t	trt	1
5650	D1	BRD-K57592392	LINCS	BRD-K57592392	LIMMA_t	trt	1
5651	D1	BRD-K05549170	LINCS	BRD-K05549170	LIMMA_t	trt	1
5652	D1	BRD-K20492338	LINCS	BRD-K20492338	LIMMA_t	trt	1
5653	D1	BRD-K57353465	LINCS	BRD-K57353465	LIMMA_t	trt	1
5654	D1	BRD-K15206810	LINCS	BRD-K15206810	LIMMA_t	trt	1
5655	D1	BRD-K00366212	LINCS	BRD-K00366212	LIMMA_t	trt	1
5656	D1	BRD-K05002121	LINCS	BRD-K05002121	LIMMA_t	trt	1
5657	D1	BRD-K23582869	LINCS	BRD-K23582869	LIMMA_t	trt	1
5658	D1	methyl-fasudil	LINCS	BRD-K12683773	LIMMA_t	trt	1
5659	D1	TUL-XXI039	LINCS	BRD-K22828899	LIMMA_t	trt	1
5660	D1	TUL-XX023	LINCS	BRD-K35669573	LIMMA_t	trt	1
5661	D1	TUL_XX087	LINCS	BRD-K09085930	LIMMA_t	trt	1
5662	D1	BG-STK33-03	LINCS	BRD-K05922103	LIMMA_t	trt	1
5663	D1	melphalan	LINCS	BRD-A08200164	LIMMA_t	trt	1
5664	D1	TUL_XIX002	LINCS	BRD-K03763695	LIMMA_t	trt	1
5665	D1	alizapride	LINCS	BRD-A03061970	LIMMA_t	trt	1
5666	D1	TUL_XIX003	LINCS	BRD-K03073752	LIMMA_t	trt	1
5667	D1	MW-STK33-1C	LINCS	BRD-K38340366	LIMMA_t	trt	1
5668	D1	MW-STK33-97	LINCS	BRD-K46625679	LIMMA_t	trt	1
5669	D1	BG-STK33-59	LINCS	BRD-K48188942	LIMMA_t	trt	1
5670	D1	BRD-K49010888	LINCS	BRD-K49010888	LIMMA_t	trt	1
5671	D1	BRD-K51556300	LINCS	BRD-K51556300	LIMMA_t	trt	1
5672	D1	TUL_XXI035	LINCS	BRD-K58466974	LIMMA_t	trt	1
5673	D1	BG-STK33-55	LINCS	BRD-K66645150	LIMMA_t	trt	1
5674	D1	MW-STK33-100	LINCS	BRD-K69885235	LIMMA_t	trt	1
5675	D1	MW-STK33-2B	LINCS	BRD-K78930611	LIMMA_t	trt	1
5676	D1	BRD-K95985487	LINCS	BRD-K95985487	LIMMA_t	trt	1
5677	D1	nitrendipine	LINCS	BRD-A02006392	LIMMA_t	trt	0
5678	D1	bucladesine	LINCS	BRD-A04706586	LIMMA_t	trt	0
5679	D1	BRD-A12083771	LINCS	BRD-A12083771	LIMMA_t	trt	1
5680	D1	mesoridazine	LINCS	BRD-A14395271	LIMMA_t	trt	1
5681	D1	alaproclate	LINCS	BRD-A14966924	LIMMA_t	trt	1
5682	D1	ibuprofen	LINCS	BRD-A17655518	LIMMA_t	trt	0
5683	D1	BRD-A17718497	LINCS	BRD-A17718497	LIMMA_t	trt	1
5684	D1	BRD-A16820783	LINCS	BRD-A16820783	LIMMA_t	trt	1
5685	D1	carprofen	LINCS	BRD-A17411484	LIMMA_t	trt	1
5686	D1	phensuximide	LINCS	BRD-A18043272	LIMMA_t	trt	1
5687	D1	estradiol	LINCS	BRD-A18917088	LIMMA_t	trt	0
5688	D1	ondansetron	LINCS	BRD-A19736161	LIMMA_t	trt	1
5689	D1	latrunculin-b	LINCS	BRD-A19248578	LIMMA_t	trt	1
5690	D1	perhexiline	LINCS	BRD-A19633847	LIMMA_t	trt	1
5691	D1	procaterol	LINCS	BRD-A22684332	LIMMA_t	trt	1
5692	D1	paclitaxel	LINCS	BRD-A23723433	LIMMA_t	trt	0
5693	D1	BRD-A24054354	LINCS	BRD-A24054354	LIMMA_t	trt	1
5694	D1	celastrol	LINCS	BRD-A24396574	LIMMA_t	trt	0
5695	D1	altrenogest	LINCS	BRD-A27554692	LIMMA_t	trt	1
5696	D1	prednisolone	LINCS	BRD-A27887842	LIMMA_t	trt	0
5697	D1	paclitaxel	LINCS	BRD-A28746609	LIMMA_t	trt	0
5698	D1	cucurbitacin-i	LINCS	BRD-A28105619	LIMMA_t	trt	0
5699	D1	gitoxigenin	LINCS	BRD-A29082194	LIMMA_t	trt	1
5700	D1	bicalutamide	LINCS	BRD-A29485665	LIMMA_t	trt	1
5701	D1	disopyramide	LINCS	BRD-A29734509	LIMMA_t	trt	1
5702	D1	KIN001-127	LINCS	BRD-A29901043	LIMMA_t	trt	1
5703	D1	LFM-A13	LINCS	BRD-A30655177	LIMMA_t	trt	1
5704	D1	BJM-CSC-15	LINCS	BRD-A32595718	LIMMA_t	trt	1
5705	D1	budesonide	LINCS	BRD-A34299591	LIMMA_t	trt	0
5706	D1	ibrutinib	LINCS	BRD-A35869383	LIMMA_t	trt	1
5707	D1	remacemide	LINCS	BRD-A36074203	LIMMA_t	trt	1
5708	D1	radicicol	LINCS	BRD-A39996500	LIMMA_t	trt	0
5709	D1	citalopram	LINCS	BRD-A47598013	LIMMA_t	trt	1
5710	D1	ciprofibrate	LINCS	BRD-A49358627	LIMMA_t	trt	1
5711	D1	artesunate	LINCS	BRD-A47829399	LIMMA_t	trt	0
5712	D1	bafilomycin	LINCS	BRD-A56798952	LIMMA_t	trt	1
5713	D1	cortisone	LINCS	BRD-A54487287	LIMMA_t	trt	0
5714	D1	testosterone	LINCS	BRD-A55393291	LIMMA_t	trt	0
5715	D1	BRD-A61825514	LINCS	BRD-A61825514	LIMMA_t	trt	1
5716	D1	zileuton	LINCS	BRD-A56359832	LIMMA_t	trt	1
5717	D1	selamectin	LINCS	BRD-A58564983	LIMMA_t	trt	1
5718	D1	nimodipine	LINCS	BRD-A58048407	LIMMA_t	trt	0
5719	D1	fulvestrant	LINCS	BRD-A83237092	LIMMA_t	trt	0
5720	D1	BRD-K01621458	LINCS	BRD-K01621458	LIMMA_t	trt	1
5721	D1	danazol	LINCS	BRD-A20243730	LIMMA_t	trt	0
5722	D1	fumonisin-b1	LINCS	BRD-A63646118	LIMMA_t	trt	1
5723	D1	temsirolimus	LINCS	BRD-A62025033	LIMMA_t	trt	1
